city,country,2017,2018,2019,2020,2021,2022,2023
Taipei,Taiwan,15.8,14.9,13.9,12.6,13.0,9.9,9.9
Taitung,Taiwan,9.3,9.3,8.7,7.3,7.8,5.8,5.8
Taoyuan,Taiwan,17.5,17.9,16.0,13.8,14.5,11.6,11.6
Yilan,Taiwan,12.7,11.8,11.0,9.7,10.0,7.3,7.2
Yunlin,Taiwan,26.6,23.9,20.5,17.0,18.5,14.0,13.9
Bangkok,Thailand,27.6,25.2,22.8,20.6,20.0,18.0,18.1
Chiang Mai,Thailand,22.7,24.5,32.3,30.5,24.9,18.4,18.5
Narathiwat,Thailand,8.6,15.2,17.5,14.3,13.7,14.5,13.9
Ratchaburi,Thailand,22.4,32.2,29.5,22.8,21.6,16.4,16.4
Rayong,Thailand,19.9,21.2,17.5,17.1,17.4,13.4,13.5
Samut Prakan,Thailand,33.2,32.2,22.9,20.9,21.1,18.1,18.2
Samut Sakhon,Thailand,26.9,39.8,24.1,23.0,23.3,23.9,24.1
Si Maha Phot,Thailand,30.1,30.9,24.8,23.5,25.0,23.5,23.1
Yala,Thailand,17.0,19.0,20.9,16.2,14.0,15.8,15.2
Aberdeen,USA,9.9,5.7,5.0,5.0,6.1,6.050000000000001,6.0
Akron,USA,8.8,9.0,11.3,10.6,11.5,8.8,8.6
Alameda,USA,9.5,10.3,8.3,12.6,9.2,9.6,9.6
Albany,USA,7.15,7.3,7.0,10.0,7.666666666666667,7.566666666666666,7.566666666666666
Albuquerque,USA,5.7,5.6,6.1,6.9,6.5,4.2,4.2
Alexandria,USA,6.8,6.6,7.5,6.9,9.85,9.25,9.25
Allen Park,USA,8.8,9.1,8.4,8.7,10.9,8.8,8.6
Allentown,USA,9.0,9.3,8.4,8.3,10.0,8.3,8.3
Alpine,USA,7.4,7.6,5.7,7.5,9.75,6.35,6.35
Alsip,USA,9.0,9.0,10.6,7.8,10.0,8.8,8.8
Altoona,USA,8.8,7.9,9.3,7.8,8.6,8.1,8.1
Amarillo,USA,5.5,6.0,5.5,6.1,6.3,6.3,6.3
Anacortes,USA,6.0,4.6,3.8,7.6,4.7,6.0,6.0
Anaheim,USA,13.6,12.0,9.1,12.4,13.4,11.0,10.9
Anchorage,USA,6.5,5.9,8.1,5.1,4.7,3.3,3.4
Anderson,USA,16.15,18.3,10.533333333333331,11.366666666666667,12.6,8.5,8.5
Apollo Beach,USA,9.1,8.3,8.3,8.3,8.4,8.4,8.4
Apple Valley,USA,7.5,7.4,7.0,8.85,7.3,6.0,5.95
Appleton,USA,6.0,6.6,8.2,7.4,9.3,7.6,7.5
Arnold,USA,8.6,7.6,7.4,12.75,10.4,7.85,7.85
Arroyo Grande,USA,10.3,9.6,5.5,8.3,7.2,6.0,6.0
Asheville,USA,7.5,6.7,10.2,8.2,9.6,7.2,7.2
Ashland,USA,9.85,11.35,6.599999999999999,8.4,10.5,7.525,7.525
Atascadero,USA,6.4,7.2,5.4,11.2,7.3,6.9,6.9
Athens,USA,8.95,8.25,10.05,8.45,11.849999999999998,9.925,10.0
Atlanta,USA,11.3,10.6,11.9,10.0,13.3,12.1,12.1
Auburn,USA,9.9,12.1,5.9,14.2,9.9,9.25,9.3
Austin,USA,8.0,8.7,9.9,9.3,10.7,9.1,9.1
Awendaw,USA,7.9,6.1,6.4,6.2,6.4,7.1,7.0
Baker City,USA,8.9,8.3,6.5,7.7,6.9,6.9,7.1
Bakersfield,USA,16.2,15.9,11.3,20.7,16.8,13.6,13.7
Baltimore,USA,8.5,8.5,11.2,9.9,11.5,10.7,10.7
Bangor,USA,5.5,5.3,4.9,4.7,4.8,5.0,5.0
Banning,USA,12.0,11.0,9.6,9.9,9.7,7.4,7.3
Bar Harbor,USA,4.4,4.1,4.1,3.2,6.9,6.9,7.1
Baraboo,USA,5.9,6.9,7.6,7.4,8.4,7.3,7.3
Baton Rouge,USA,9.9,10.0,10.4,8.7,8.8,8.7,8.7
Bay City,USA,7.1,7.2,7.0,5.6,6.6,6.5,6.5
Beaver Falls,USA,11.0,10.8,9.5,8.6,11.0,9.9,9.9
Beaverton,USA,6.2,6.5,6.9,10.7,6.6,9.0,9.0
Belle Glade,USA,10.2,8.2,7.0,6.5,7.1,6.5,6.5
Bellevue,USA,9.5,7.25,6.95,7.8,6.95,7.649999999999999,7.649999999999999
Bellingham,USA,10.2,5.5,6.6,6.85,6.6,6.9,6.85
Belton,USA,7.2,6.6,6.5,6.3,7.0,6.0,6.0
Beltsville,USA,7.6,6.8,7.3,5.9,6.6,5.6,5.6
Bend,USA,10.0,8.4,5.8,13.6,11.3,7.4,7.4
Bennington,USA,5.7,6.1,5.8,5.6,6.6,5.5,5.5
Beulah,USA,6.6,6.7,5.0,4.8,10.4,5.6,5.6
Billings,USA,8.7,8.7,6.5,7.1,10.4,6.5,6.5
Birmingham,USA,10.2,9.8,11.5,9.9,11.9,10.6,10.7
Bishop,USA,6.5,8.4,4.5,12.5,9.2,2.8,2.8
Blaine,USA,8.0,8.3,8.8,8.1,8.15,7.4,7.4
Bonifay,USA,9.1,8.1,9.3,9.4,9.1,9.3,9.4
Boston,USA,8.4,10.1,7.5,7.2,8.0,7.0,6.9
Boulder,USA,7.1,7.9,7.1,9.1,9.4,4.1,4.1
Bountiful,USA,9.3,7.4,4.7,9.7,9.8,5.7,5.7
Bozeman,USA,9.0,7.3,7.2,7.6,11.3,6.5,6.5
Brainerd,USA,5.7,5.7,5.0,4.7,6.0,5.7,5.7
Bremerton,USA,6.6,5.1,5.9,7.3,5.6,8.1,8.1
Bridgeport,USA,7.3,8.0,7.8,8.1,10.833333333333334,8.566666666666665,8.700000000000001
Brigham City,USA,7.7,8.7,6.6,8.5,10.2,6.3,6.3
Broadus,USA,10.7,7.8,6.4,8.6,9.9,6.3,6.3
Brockton,USA,7.1,7.0,7.1,7.8,8.5,7.8,7.8
Brownell,USA,4.8,5.6,6.0,6.0,8.0,7.2,7.2
Bryson City,USA,8.1,7.8,8.6,6.0,9.3,5.3,5.3
Buffalo,USA,7.6,7.7,7.0,7.0,9.3,7.9,7.9
Burgettstown,USA,8.5,7.3,8.9,8.1,10.9,7.5,7.5
Burlington,USA,5.3,6.6,6.5,7.9,8.966666666666667,8.533333333333333,7.8
Burns,USA,10.8,10.1,7.7,11.6,11.8,8.9,8.9
Butte,USA,13.6,6.8,7.2,8.4,11.2,8.9,8.9
Calexico,USA,13.6,12.9,8.9,13.9,10.8,11.0,11.0
Cambridge,USA,8.4,6.2,7.1,6.050000000000001,7.0,6.85,6.8
Camden,USA,11.6,10.6,11.0,9.3,11.9,10.8,10.8
Candor,USA,6.5,6.7,7.6,7.1,7.9,7.6,7.5
Canton,USA,9.7,8.0,8.65,8.15,9.4,7.899999999999999,7.774999999999999
Carlisle,USA,9.5,9.5,11.1,10.0,10.95,9.4,9.4
Carmel Valley,USA,5.6,6.4,4.4,8.4,5.9,4.0,4.0
Carson city,USA,6.8,7.4,4.9,9.6,18.6,6.7,6.7
Cary,USA,8.0,9.0,11.15,8.9,10.45,9.4,9.4
Cave Junction,USA,12.0,13.3,7.5,15.3,8.9,9.7,9.7
Cedar Rapids,USA,7.4,8.4,7.9,8.9,12.2,9.8,9.8
Champaign,USA,9.1,8.6,9.9,9.4,10.5,8.7,8.7
Charleroi,USA,10.6,8.7,7.4,5.9,9.1,9.6,9.6
Charleston,USA,7.7,7.5,9.1,7.5,9.25,8.25,7.8
Charlotte,USA,8.7,8.3,12.2,9.5,11.5,10.2,10.2
Chattanooga,USA,8.9,8.6,12.4,10.8,12.6,12.0,12.0
Chelan,USA,7.1,11.6,5.4,9.8,8.3,9.0,9.0
Chester,USA,9.5,11.7,12.85,11.233333333333333,17.766666666666666,9.9,9.933333333333334
Chicago,USA,6.7,9.4,12.8,11.1,13.4,10.4,10.35
Chico,USA,12.8,17.6,7.0,16.8,12.9,8.9,8.9
Cicero,USA,9.3,9.6,11.3,8.0,8.7,8.6,8.6
Cincinnati,USA,9.7,10.4,11.2,10.1,11.7,9.9,10.0
Clear Brook,USA,6.8,6.8,7.9,7.2,9.1,8.3,8.3
Cleveland,USA,8.9,9.2,11.2,10.5,10.7,9.25,9.8
Cleves,USA,9.7,8.6,8.0,7.6,8.6,13.4,13.5
Colfax,USA,6.6,11.3,6.1,13.5,11.7,10.25,10.25
Columbia,USA,8.75,8.1,6.925,7.133333333333333,9.275,7.325000000000001,7.325000000000001
Columbia Falls,USA,11.0,10.5,7.0,7.5,8.9,8.7,8.7
Columbus,USA,6.4,7.15,9.5,10.8,11.933333333333332,11.2,11.133333333333333
Colusa,USA,8.8,12.2,7.4,15.9,12.9,7.2,7.4
Colville,USA,19.1,13.3,8.3,13.4,14.0,8.2,8.2
Concord,USA,12.4,13.3,6.5,11.7,9.2,7.8,7.8
Conroe,USA,8.6,8.5,10.2,10.5,11.1,10.7,10.7
Corpus Christi,USA,8.7,9.4,8.8,7.9,8.7,8.6,8.6
Corsicana,USA,8.1,7.8,6.9,7.8,7.5,6.7,8.5
Corvallis,USA,6.2,5.9,5.8,10.4,5.0,7.8,7.300000000000001
Cottage Grove,USA,11.0,8.4,9.9,17.1,7.2,11.0,11.0
Crandon,USA,4.8,4.9,5.9,5.7,6.5,5.1,5.0
Crystal River,USA,9.7,8.3,8.2,8.7,8.6,8.4,8.4
Danbury,USA,7.8,8.0,7.8,8.0,8.0,8.0,8.0
Darrington,USA,9.5,7.1,7.2,8.7,8.2,16.0,15.9
Davenport,USA,10.4,10.4,9.5,10.8,12.4,8.299999999999999,8.233333333333333
Davis,USA,9.1,11.2,7.7,15.1,10.6,8.2,8.2
Dayton,USA,7.35,6.949999999999999,7.15,10.4,10.175,7.574999999999999,7.5
Dearborn,USA,10.0,9.9,9.5,9.1,10.0,10.9,10.9
Decatur,USA,8.633333333333333,9.1,9.066666666666668,8.533333333333333,10.65,9.35,9.8
Deer Park,USA,8.0,8.0,7.5,10.6,13.0,8.2,8.15
Denton,USA,8.3,8.1,7.4,8.5,11.2,7.3,7.3
Denver,USA,7.4,8.0,8.2,8.7,9.8,4.9,4.9
Des Moines,USA,8.4,7.4,7.3,7.2,8.9,7.95,7.95
Detroit,USA,9.1,9.4,9.9,9.8,11.35,8.55,8.55
Detroit Lakes,USA,5.7,5.7,5.3,5.0,11.6,5.1,5.1
Duluth,USA,5.5,5.6,5.8,6.3,9.1,5.1,5.1
Durham,USA,8.8,8.5,10.5,8.9,12.65,9.35,9.35
Dyersburg,USA,7.2,7.4,7.0,6.4,8.2,7.7,7.6
East Brunswick,USA,8.6,8.1,8.2,7.8,8.6,7.5,7.5
East Hartford,USA,7.1,7.1,7.0,7.3,7.9,8.5,8.5
Eau Claire,USA,7.0,7.8,8.1,7.7,8.9,7.2,7.2
Edmond,USA,8.9,9.6,9.7,10.0,10.8,9.3,9.3
El Cajon,USA,11.5,10.7,10.3,11.6,10.3,10.4,10.4
El Paso,USA,9.6,11.0,8.8,9.3,7.6,5.6,5.6
Elizabeth,USA,10.4,10.7,10.6,9.6,13.133333333333336,8.066666666666666,8.1
Elizabethtown,USA,9.9,9.7,7.7,7.4,8.4,8.0,8.0
Elk Grove,USA,8.8,12.3,6.2,13.0,11.5,9.9,9.9
Elkton,USA,8.2,8.4,6.6,5.8,8.1,6.7,6.7
Ellensburg,USA,16.1,8.2,6.5,8.8,7.7,10.8,10.8
Ely,USA,4.4,4.2,5.0,5.5,5.9,3.7,3.7
Emmetsburg,USA,8.7,8.6,7.7,6.4,10.4,8.5,8.5
Enterprise,USA,8.6,8.4,6.5,8.7,7.7,15.0,14.4
Erda,USA,6.9,7.6,6.2,7.6,9.8,6.1,6.1
Erie,USA,8.1,8.9,8.25,9.15,10.7,6.8,6.8
Eugene,USA,8.8,7.1,8.8,14.0,6.7,9.2,9.2
Fairbanks,USA,8.5,7.7,10.4,5.0,5.4,9.5,9.5
Fall River,USA,7.2,7.5,7.2,7.5,7.2,6.3,6.3
Farrell,USA,11.9,8.3,8.0,7.4,7.9,7.2,7.2
Fayetteville,USA,9.0,7.3,7.7,7.0,9.333333333333334,7.866666666666667,7.899999999999999
Felton,USA,7.300000000000001,7.15,6.7,9.05,7.899999999999999,6.699999999999999,6.75
Fillmore,USA,8.4,9.9,7.6,9.9,10.4,8.3,8.3
Flemington,USA,8.2,8.1,8.1,7.7,8.0,7.2,7.2
Flint,USA,7.4,8.0,7.9,6.5,7.5,8.1,8.1
Florence,USA,7.5,7.5,6.75,6.65,6.733333333333333,6.824999999999999,6.85
Folsom,USA,7.9,10.2,6.5,14.5,11.7,7.4,7.4
Fort Collins,USA,7.5,7.8,7.9,10.2,9.8,5.4,5.4
Fort Worth,USA,8.1,10.0,8.4,9.3,10.4,9.6,9.5
Freemansburg,USA,12.8,9.8,8.9,8.2,9.3,9.4,9.2
Frenchtown,USA,13.0,10.1,8.6,8.8,10.9,10.9,10.9
Fresno,USA,10.9,14.0,12.0,22.2,16.9,13.8,13.8
Frostburg,USA,6.3,6.1,5.7,4.8,5.7,5.3,5.3
Galloway,USA,8.6,7.1,7.8,7.9,6.7,5.8,5.7
Galveston,USA,9.8,8.8,8.0,8.8,8.1,8.4,8.6
Garden Valley,USA,10.3,8.0,6.75,13.45,13.1,8.75,8.7
Germfask,USA,5.5,5.6,5.3,5.2,6.9,6.1,6.1
Gilroy,USA,7.0,8.6,6.3,10.6,7.4,6.9,6.9
Glendale,USA,7.0,7.2,9.65,11.7,10.55,8.75,8.75
Glendora,USA,11.5,12.9,11.8,14.8,15.0,12.7,12.6
Glenpool,USA,10.1,10.3,8.4,9.0,9.8,8.5,8.5
Goleta,USA,9.5,7.9,6.9,9.2,8.4,6.2,6.2
Gordonville,USA,10.8,9.2,11.0,9.7,13.7,14.5,14.5
Grand Junction,USA,5.5,5.9,4.2,6.9,7.6,4.2,4.2
Grand Rapids,USA,8.2,8.0,8.6,9.2,10.8,10.3,10.3
Grangeville,USA,8.8,6.4,5.8,8.7,9.0,8.3,7.5
Granite City,USA,10.1,11.2,11.8,10.1,13.7,11.6,11.6
Grants Pass,USA,13.7,12.8,8.4,12.7,10.9,11.7,11.7
Grass Valley,USA,3.9,6.8,5.5,13.7,11.4,8.0,8.0
Great Falls,USA,9.3,7.4,6.0,5.9,10.45,7.75,7.75
Greeley,USA,8.7,9.7,9.3,9.6,9.3,6.3,6.4
Green Bay,USA,6.1,6.5,7.8,7.4,8.5,7.4,7.4
Greenfield,USA,5.6,5.9,7.0,8.4,8.25,4.95,4.8
Greensboro,USA,8.1,7.6,9.5,7.5,8.2,7.8,7.8
Greensburg,USA,11.7,7.2,7.3,7.3,11.4,8.2,7.9
Greenville,USA,8.4,7.2,8.533333333333333,7.1000000000000005,12.22,7.880000000000001,7.860000000000001
Gridley,USA,12.3,16.9,10.0,16.9,12.8,9.8,9.7
Groton,USA,5.9,6.0,6.6,6.9,7.2,6.8,6.8
Gulf Breeze,USA,9.2,8.3,8.8,9.2,8.3,8.3,8.3
Gulfport,USA,8.2,8.3,9.2,9.6,8.7,8.9,8.9
Hagerstown,USA,8.4,8.2,7.3,6.8,7.8,6.5,6.5
Hamilton,USA,15.5,6.9,6.3,7.8,11.6,9.9,9.933333333333332
Hampton,USA,8.2,6.3,9.4,8.1,10.0,8.8,8.8
Harriman,USA,8.0,7.1,7.5,6.9,7.7,7.0,7.0
Hartford,USA,8.2,8.1,7.7,7.8,10.15,9.25,9.25
Hattiesburg,USA,8.7,9.6,8.8,9.6,9.6,10.3,10.3
Haverhill,USA,5.8,6.0,6.3,6.2,8.1,7.4,7.4
Hazard,USA,8.9,9.2,8.0,7.3,8.5,8.4,8.4
Healdton,USA,8.2,8.7,7.7,9.4,8.8,7.5,7.5
Helena,USA,9.9,6.7,7.7,6.5,10.4,7.5,7.5
Henderson,USA,7.4,6.1,4.8,6.5,5.7,6.2,6.1000000000000005
Hendersonville,USA,9.0,6.7,10.05,9.55,12.7,10.4,10.45
Hernando,USA,8.5,9.1,8.3,8.2,8.7,9.1,9.1
Hickory,USA,9.1,8.3,8.7,8.0,9.6,8.5,8.4
Hillsboro,USA,7.8,8.1,6.6,9.7,7.1,9.7,9.7
Hilo,USA,8.1,6.0,3.7,3.5,3.2,1.7,1.7
Hollister,USA,5.6,7.3,5.6,9.9,7.4,6.4,6.4
Holtsville,USA,6.5,7.0,6.4,6.3,6.6,5.7,5.8
Honolulu,USA,4.0,3.9,3.6,3.8,3.9,4.0,4.0
Horicon,USA,6.0,7.7,8.1,7.7,8.4,7.4,7.4
Houston,USA,9.0,9.7,10.8,10.4,11.1,9.3,9.1
Huntsville,USA,9.4,9.4,7.1,7.85,9.9,6.85,6.85
Huron,USA,10.3,10.3,5.8,8.7,10.0,7.8,7.8
Hurricane,USA,5.2,6.3,4.0,5.3,5.5,3.3,3.3
Idaho City,USA,10.7,10.6,9.0,11.3,10.0,7.9,7.8
Idaho Falls,USA,7.5,8.1,7.2,7.1,8.3,6.2,6.2
Indianapolis,USA,9.9,10.1,13.4,11.8,12.4,11.3,11.3
Iowa City,USA,8.2,8.6,9.6,9.7,11.0,9.2,9.2
Jackson,USA,9.3,9.6,6.533333333333334,10.633333333333333,10.65,7.6,7.625000000000001
Jacksonville,USA,5.2,7.2,9.15,12.95,11.666666666666666,9.7,9.633333333333333
Jean,USA,5.1,4.3,4.1,5.4,5.0,6.9,6.4
John Day,USA,11.1,10.6,8.9,10.8,8.8,7.6,7.9
Kahului,USA,4.8,3.7,4.3,4.5,4.5,4.4,4.4
Kalamazoo,USA,8.1,8.0,7.6,8.3,12.0,8.9,9.0
Kamiah,USA,10.9,8.5,7.5,9.0,13.2,11.9,12.0
Kansas City,USA,9.3,9.05,8.65,9.0,10.75,10.3,10.25
Kapolei,USA,4.7,3.5,3.2,4.3,3.4,3.0,3.0
Karnack,USA,8.2,8.1,7.8,7.7,9.3,9.6,9.4
Kaufman,USA,8.1,7.5,8.0,8.1,7.5,7.4,7.4
Kearney,USA,7.3,6.5,6.6,6.2,6.6,5.7,5.7
Keeler,USA,8.1,7.1,4.7,9.4,9.7,4.1,4.1
Keene,USA,5.9,6.1,8.3,8.5,8.8,7.7,7.6
Kenmare,USA,5.6,4.8,4.6,5.2,8.2,6.4,6.4
Kenner,USA,7.9,9.6,8.6,7.7,8.5,9.1,9.1
Kennewick,USA,11.7,8.2,6.5,9.0,9.1,8.5,8.5
Kent,USA,7.9,7.3,6.6,9.4,7.4,11.3,11.3
Keosauqua,USA,8.4,7.5,7.2,7.5,9.1,8.9,8.9
Ketchum,USA,6.3,5.0,4.3,6.3,10.1,5.8,5.8
Kihei,USA,4.8,4.7,5.3,4.2,3.9,1.8,1.8
Kingsport,USA,7.7,7.2,7.5,6.1,9.7,5.1,5.1
Klamath Falls,USA,13.2,18.9,9.1,16.5,21.6,7.7,7.7
Knoxville,USA,9.9,8.8,10.2,9.5,12.2,9.4,9.4
La Crosse,USA,6.8,7.7,7.9,7.7,8.0,7.4,7.4
Lacey,USA,6.5,6.4,6.6,7.8,5.8,9.3,9.3
Lafayette,USA,9.0,8.3,7.65,11.6,10.5,6.633333333333333,6.633333333333333
Lake City,USA,9.2,8.5,9.0,9.3,11.2,8.45,8.55
Lake Elsinore,USA,11.4,7.6,6.1,8.2,7.5,6.5,6.5
Lakeview,USA,9.0,11.3,8.7,10.85,9.8,6.8,6.800000000000001
Lakeville,USA,6.5,7.4,8.2,7.9,9.7,6.4,6.3
Lancaster,USA,10.0,7.75,7.8,8.9,10.0,7.56,7.52
Lansing,USA,7.5,7.3,7.5,7.9,10.05,9.15,9.15
Las Vegas,USA,7.5,7.2,8.2,9.3,8.8,5.4,5.2
Lawton,USA,7.1,7.1,8.6,8.2,8.7,7.3,7.3
Lebanon,USA,10.8,8.9,9.525000000000002,8.05,9.3,8.425,8.4
Lebec,USA,8.6,8.4,5.6,10.6,7.9,5.1,5.0
Lewiston,USA,9.9,6.800000000000001,6.6,8.05,16.4,11.033333333333331,10.933333333333332
Lewistown,USA,7.5,6.1,4.7,6.2,7.5,5.3,5.2
Lexington,USA,7.6,9.7,9.25,9.033333333333331,10.4,8.4,8.375
Libby,USA,15.1,14.9,12.2,14.7,15.1,11.8,11.7
Lincoln,USA,11.4,7.5,8.0,10.0,10.3,7.65,7.65
Lindon,USA,7.4,6.7,6.0,8.0,9.1,6.1,6.1
Little Rock,USA,9.6,9.4,9.1,9.1,10.9,9.3,9.2
Littleton,USA,7.9,7.5,6.2,7.0,7.9,3.4,3.4
Livermore,USA,8.9,11.4,6.7,11.5,9.55,5.1,5.0
Lompoc,USA,8.1,6.8,5.9,8.5,6.8,5.2,5.2
Londonderry,USA,5.1,5.3,5.1,6.1,6.5,5.7,5.7
Long Beach,USA,14.6,13.5,12.3,15.1,14.1,12.5,12.5
Longview,USA,8.4,6.8,9.75,12.2,8.649999999999999,8.899999999999999,8.95
Los Angeles,USA,16.1,14.4,12.7,14.6,13.7,10.5,10.5
Louisville,USA,8.8,9.4,9.7,9.1,10.8,5.9,5.9
Lynn,USA,6.1,7.0,6.6,6.0,6.8,7.4,7.4
Madawaska,USA,7.0,7.8,6.3,5.7,12.8,14.8,14.9
Madison,USA,7.5,8.7,10.9,9.55,11.6,9.5,9.5
Madisonville,USA,7.0,6.9,7.3,6.8,6.7,7.1,8.1
Malta,USA,7.0,6.3,5.1,7.5,7.1,5.4,5.3
Marcus Hook,USA,8.8,11.0,8.2,8.5,9.5,8.8,8.8
Marion,USA,9.4,8.7,8.5,8.2,8.7,8.9,8.8
Marshall,USA,5.5,6.1,6.1,5.6,6.9,6.05,6.1
Marysville,USA,8.3,8.2,8.9,9.2,10.85,9.5,9.5
Maryville,USA,8.3,7.5,7.3,6.6,7.8,7.0,7.0
McAlester,USA,8.3,8.9,8.6,8.5,10.2,9.9,10.0
McCall,USA,11.0,7.8,7.4,10.3,12.9,9.1,9.1
McCalla,USA,9.3,9.4,9.7,8.5,8.8,8.3,8.3
McDonough,USA,8.4,7.2,8.1,7.0,7.7,7.0,7.0
McKeesport,USA,11.2,10.0,13.3,11.2,13.4,10.9,10.9
Medford,USA,15.0,14.3,7.699999999999999,10.5,11.8,7.6,7.6
Medina,USA,8.3,7.9,8.6,6.4,9.0,12.9,12.9
Melbourne,USA,8.1,7.2,7.0,8.0,8.2,7.5,7.5
Memphis,USA,7.9,8.1,8.2,8.1,9.0,8.6,8.6
Merced,USA,13.4,15.3,9.8,16.9,13.9,12.0,12.0
Meridian,USA,10.6,7.7,7.9,10.5,11.2,10.0,10.0
Merritt,USA,6.1,6.3,7.9,8.1,8.9,8.7,8.7
Mesa,USA,7.899999999999999,6.6,4.699999999999999,6.2,5.7,4.7,4.65
Midlothian,USA,9.2,9.3,9.2,9.3,11.0,10.1,10.1
Millington,USA,8.7,6.8,6.1,4.8,5.6,6.3,6.4
Millville,USA,8.9,8.8,7.4,12.95,11.95,6.4,6.4
Milwaukee,USA,7.2,8.1,8.5,8.1,9.5,7.8,7.8
Minneapolis,USA,7.7,7.8,8.8,8.4,11.4,8.8,8.7
Mission,USA,9.5,10.3,11.0,10.2,12.6,9.966666666666669,10.233333333333334
Missoula,USA,12.6,8.2,7.4,8.7,11.9,8.9,8.9
Modesto,USA,13.0,15.1,8.1,16.5,14.6,12.5,12.6
Monroe,USA,7.8,6.9,8.25,8.6,10.15,9.54,9.52
Montgomery,USA,13.3,13.5,13.1,13.3,10.9,6.8,6.8
Moore,USA,7.9,10.0,10.1,9.8,10.9,9.7,9.7
Morrisville,USA,8.9,8.1,11.9,9.2,8.2,7.1,7.1
Moscow,USA,7.7,5.4,3.6,9.3,9.9,8.4,8.3
Mount Vernon,USA,4.4,3.8,8.1,8.4,7.899999999999999,7.95,7.9
Mountain View,USA,4.3,6.2,5.25,10.4,5.800000000000001,5.6,5.65
Muscatine,USA,9.7,10.0,7.9,7.6,8.4,9.0,9.0
Nampa,USA,11.2,8.6,6.7,10.2,13.2,12.0,12.0
Napa,USA,13.8,9.9,6.3,11.2,7.6,6.6,6.6
Naples,USA,8.6,8.2,7.75,7.65,8.05,6.3,6.25
Narragansett,USA,5.1,5.4,4.7,4.3,5.6,3.9,3.8
New Haven,USA,8.0,7.4,8.0,7.9,8.85,8.25,8.25
New Orleans,USA,9.5,9.4,10.2,9.0,9.2,8.3,8.3
New Salem,USA,6.4,6.3,4.9,5.0,8.7,7.6,7.6
Newark,USA,8.7,8.9,8.8,10.7,12.525,10.9,10.9
Newburgh,USA,6.6,6.8,6.7,6.7,7.8,6.4,6.4
Nipomo,USA,9.7,8.4,6.2,9.1,7.4,7.1,7.1
Normal,USA,9.6,9.8,10.1,8.7,10.7,9.8,9.8
North Bend,USA,5.0,4.7,4.8,8.7,5.8,8.6,8.6
Northbrook,USA,8.8,9.1,8.8,7.3,9.3,8.1,8.1
Oakland,USA,11.4,13.5,7.0,10.7,8.0,7.8,7.8
Oakridge,USA,17.5,10.5,9.7,13.3,15.9,33.5,33.2
Ocean View,USA,11.6,11.7,3.0,3.2,4.6,5.2,5.2
Oceanside,USA,11.0,10.3,6.9,10.2,10.0,8.2,8.2
Odessa,USA,6.9,7.9,7.8,7.6,7.6,7.6,7.6
Ogden,USA,7.6,9.2,5.6,7.85,9.25,6.75,6.550000000000001
Ojai,USA,12.7,10.4,6.0,8.2,8.4,6.2,6.2
Olathe,USA,5.8,7.5,6.4,8.0,9.4,9.0,9.0
Omaha,USA,9.6,8.5,9.1,9.5,11.3,7.3,7.3
Omak,USA,11.6,12.7,8.7,11.9,13.1,8.5,8.7
Orange,USA,8.7,10.5,8.4,9.65,9.3,9.7,9.55
Owensboro,USA,10.7,9.0,8.7,8.0,10.3,8.6,8.6
Oxnard,USA,9.5,8.7,7.2,9.3,10.5,8.6,8.5
Palm Harbor,USA,9.3,8.0,8.8,9.0,8.4,8.2,8.2
Panama City,USA,9.0,8.6,8.8,10.0,8.7,8.9,8.9
Paradise,USA,6.8,17.9,5.15,10.05,12.8,4.7,4.55
Pendleton,USA,9.9,8.9,8.2,12.1,7.9,8.1,8.1
Peoria,USA,9.9,9.6,8.6,8.2,7.8,6.949999999999999,6.949999999999999
Peterborough,USA,3.8,4.1,4.0,4.0,5.9,4.4,4.4
Philadelphia,USA,9.6,9.3,10.5,9.5,11.5,9.1,9.1
Phoenix,USA,8.4,8.6,7.75,11.6,13.2,8.55,8.5
Pierre,USA,4.1,4.5,10.9,11.0,6.4,5.2,4.8
Pikeville,USA,9.1,7.3,7.0,6.6,7.7,6.9,6.9
Pinehurst,USA,14.8,12.7,9.1,11.8,10.9,9.8,9.4
Pittsburgh,USA,10.0,10.1,12.2,10.1,12.5,9.8,9.8
Pleasant Prairie,USA,6.8,7.4,7.6,6.7,8.4,7.6,7.7
Plymouth Meeting,USA,8.8,7.8,7.8,7.5,9.5,7.8,7.8
Pocatello,USA,6.4,6.6,5.7,6.9,8.1,6.3,6.3
Pomona,USA,5.8,6.0,10.2,11.2,10.9,9.2,9.15
Ponca City,USA,8.0,8.1,8.3,9.3,11.2,8.5,8.5
Port Angeles,USA,13.6,10.0,8.1,10.4,7.7,7.2,7.2
Port Arthur,USA,8.9,10.2,8.7,9.0,7.8,8.5,8.5
Port Huron,USA,8.2,7.8,7.5,7.4,9.2,8.4,8.5
Porterville,USA,15.3,16.8,11.0,17.6,18.3,11.6,11.6
Portland,USA,7.15,6.95,8.399999999999999,9.35,7.6,7.800000000000001,7.800000000000001
Portola,USA,19.1,20.4,16.9,21.3,22.1,7.6,7.6
Portsmouth,USA,6.1,6.0,6.1,6.8,7.4,6.2,6.1
Potosi,USA,7.1,8.3,8.7,8.4,9.2,7.9,7.9
Presque Isle,USA,5.8,5.2,4.8,4.9,6.9,7.6,7.6
Prineville,USA,11.5,9.7,7.6,11.2,10.1,6.9,7.0
